0,Q: 夹克是什么颜色: 是'紫色的'还是'黑色的'? A: 黑色的
1,Q: 面包车是什么颜色: 是'紫色的'还是'白色的'? A: 白色的
2,Q: 路灯是什么颜色: 是'紫色的'还是'黑色的'? A: 黑色的
3,Q: 极是什么颜色: 是'黑色的'还是'蓝色的'? A: 黑色的
4,Q: 内阁是什么颜色: 是'白色的'还是'紫色的'? A: 白色的
5,Q: 窗帘是什么颜色: 是'灰色的'还是'白色的'? A: 白色的
6,Q: 悬垂是什么颜色: 是'白色的'还是'灰色的'? A: 白色的
7,Q: 图片是什么颜色: 是'白色的'还是'银'? A: 白色的
8,Q: 苹果是什么颜色: 是'红色的'还是'银'? A: 红色的
9,Q: 柜台是什么颜色: 是'绿色的'还是'白色的'? A: 白色的
10,Q: 写作是什么颜色: 是'白色的'还是'橙色'? A: 白色的
11,Q: 耳机是什么颜色: 是'黑色的'还是'红色的'? A: 黑色的
12,Q: 杯子是什么颜色: 是'白色的'还是'银'? A: 白色的
13,Q: 订书机是什么颜色: 是'黑色的'还是'黄色的'? A: 黑色的
14,Q: 充电器是什么颜色: 是'白色的'还是'橙子'? A: 白色的
15,Q: 外套是什么颜色: 是'紫色的'还是'黑色的'? A: 黑色的
16,Q: 计算机键盘是什么颜色: 是'白色的'还是'蓝色的'? A: 白色的
17,Q: 水瓶是什么颜色: 是'蓝色的'还是'棕色的'? A: 蓝色的
18,Q: 贴纸是什么颜色: 是'紫色的'还是'白色的'? A: 白色的
19,Q: 事物是什么颜色: 是'灰色的'还是'白色的'? A: 白色的
20,Q: 扬声器是什么颜色: 是'黑色的'还是'紫色的'? A: 黑色的
21,Q: 火警警报是什么颜色: 是'红色的'还是'黑色的'? A: 红色的
22,Q: 围巾是什么颜色: 是'黄色的'还是'红色的'? A: 红色的
23,Q: 裤子是什么颜色: 是'黑色的'还是'红色的'? A: 黑色的
24,Q: 横幅是什么颜色: 是'白色的'还是'灰色的'? A: 白色的
25,Q: 灯光是什么颜色: 是'银'还是'白色的'? A: 白色的
26,Q: 松树是什么颜色: 是'黄色的'还是'绿色的'? A: 绿色的
27,Q: 车辆是什么颜色: 是'白色的'还是'橙子'? A: 白色的
28,Q: 女式衬衫是什么颜色: 是'灰色的'还是'白色的'? A: 白色的
29,Q: 水是什么颜色: 是'蓝色的'还是'紫色的'? A: 蓝色的
30,Q: 烤箱是什么颜色: 是'白色的'还是'红色的'? A: 白色的
31,Q: 洗碗机是什么颜色: 是'白色的'还是'粉色的'? A: 白色的
32,Q: 液体是什么颜色: 是'粉色的'还是'棕色的'? A: 棕色的
33,Q: 绘画是什么颜色: 是'灰色的'还是'白色的'? A: 白色的
34,Q: 壶是什么颜色: 是'银'还是'灰色的'? A: 银
35,Q: 冰箱是什么颜色: 是'橙子'还是'白色的'? A: 白色的
36,Q: 混合器是什么颜色: 是'灰色的'还是'白色的'? A: 白色的
37,Q: 厨房抽屉是什么颜色: 是'白色的'还是'绿色的'? A: 白色的
38,Q: 腿是什么颜色: 是'红色的'还是'白色的'? A: 白色的
39,Q: 站立是什么颜色: 是'蓝色的'还是'黑色的'? A: 黑色的
40,Q: 红绿灯是什么颜色: 是'银'还是'红色的'? A: 红色的
41,Q: 出租车出租车是什么颜色: 是'橙子'还是'黄色的'? A: 黄色的
42,Q: 钱包是什么颜色: 是'橙子'还是'黑色的'? A: 黑色的
