0,Q: 의자의 재질은 무엇인가요: '목재' 또는 '옥'? A: 목재
1,Q: 뚜껑의 재질은 무엇인가요: '청' 또는 '플라스틱'? A: 플라스틱
2,Q: 선반의 재질은 무엇인가요: '금' 또는 '목재'? A: 목재
3,Q: 책장의 재질은 무엇인가요: '주석' 또는 '목재'? A: 목재
4,Q: 벽의 재질은 무엇인가요: '결석' 또는 '옥'? A: 결석
5,Q: 얼굴의 재질은 무엇인가요: '유리' 또는 '목재'? A: 유리
6,Q: 촛대의 재질은 무엇인가요: '유리' 또는 '세라믹'? A: 유리
7,Q: 다리의 재질은 무엇인가요: '유리' 또는 '금속'? A: 금속
8,Q: 손잡이의 재질은 무엇인가요: '금' 또는 '결석'? A: 금
9,Q: 쟁반의 재질은 무엇인가요: '금속' 또는 '청'? A: 금속
10,Q: 벤트의 재질은 무엇인가요: '플라스틱' 또는 '금속'? A: 금속
11,Q: 싱크대의 재질은 무엇인가요: '금속' 또는 '가죽'? A: 금속
12,Q: placemat의 재질은 무엇인가요: '고무' 또는 '옷감'? A: 옷감
13,Q: 타이어의 재질은 무엇인가요: '고무' 또는 '주석'? A: 고무
14,Q: 조리대의 재질은 무엇인가요: '주석' 또는 '목재'? A: 목재
15,Q: 울타리의 재질은 무엇인가요: '종이' 또는 '금속'? A: 금속
16,Q: 케이블의 재질은 무엇인가요: '금속' 또는 '세라믹'? A: 금속
17,Q: 숟가락의 재질은 무엇인가요: '금속' 또는 '철'? A: 금속
18,Q: 램프 포스트의 재질은 무엇인가요: '유리' 또는 '금속'? A: 금속
19,Q: 바지의 재질은 무엇인가요: '종이' 또는 '청'? A: 청
20,Q: 보유자의 재질은 무엇인가요: '금속' 또는 '주석'? A: 금속
21,Q: 막대의 재질은 무엇인가요: '플라스틱' 또는 '금속'? A: 금속
22,Q: 빛 폴의 재질은 무엇인가요: '금속' 또는 '옷감'? A: 금속
23,Q: 이불의 재질은 무엇인가요: '옷감' 또는 '목재'? A: 목재
24,Q: 문 힌지의 재질은 무엇인가요: '청동' 또는 '금속'? A: 금속
25,Q: 베이스의 재질은 무엇인가요: '금속' 또는 '세라믹'? A: 금속
26,Q: 고블릿의 재질은 무엇인가요: '세라믹' 또는 '유리'? A: 유리
27,Q: 컴퓨터 책상의 재질은 무엇인가요: '청동' 또는 '목재'? A: 목재
28,Q: 우편의 재질은 무엇인가요: '목재' 또는 '청동'? A: 목재
29,Q: 보도의 재질은 무엇인가요: '종이' 또는 '콘크리트'? A: 콘크리트
30,Q: 빛의 재질은 무엇인가요: '금속' 또는 '면'? A: 금속
31,Q: 연타의 재질은 무엇인가요: '종이' 또는 '골드'? A: 종이
32,Q: 잎의 재질은 무엇인가요: '청' 또는 '금'? A: 금
33,Q: 그리드의 재질은 무엇인가요: '가죽' 또는 '금속'? A: 금속
34,Q: 코끼리의 재질은 무엇인가요: '종이' 또는 '금'? A: 금
35,Q: 샹들리에의 재질은 무엇인가요: '유리' 또는 '주석'? A: 유리
36,Q: 기둥의 재질은 무엇인가요: '주석' 또는 '콘크리트'? A: 콘크리트
37,Q: 버킷의 재질은 무엇인가요: '옥' 또는 '플라스틱'? A: 플라스틱
38,Q: 베개의 재질은 무엇인가요: '금' 또는 '종이'? A: 금
39,Q: 경대의 재질은 무엇인가요: '주석' 또는 '목재'? A: 목재
40,Q: 램프베이스의 재질은 무엇인가요: '금' 또는 '종이'? A: 금
41,Q: 침대 옆 테이블의 재질은 무엇인가요: '목재' 또는 '세라믹'? A: 목재
42,Q: 촛대의 재질은 무엇인가요: '고무' 또는 '금'? A: 금
43,Q: 플로어 램프의 재질은 무엇인가요: '목재' 또는 '금속'? A: 금속
44,Q: 외륜의 재질은 무엇인가요: '목재' 또는 '청'? A: 목재
45,Q: 공원 벤치의 재질은 무엇인가요: '유리' 또는 '목재'? A: 목재
46,Q: 차단하다의 재질은 무엇인가요: '나무' 또는 '주석'? A: 나무
47,Q: 바리케이드의 재질은 무엇인가요: '금속' 또는 '철'? A: 금속
48,Q: 담체의 재질은 무엇인가요: '금속' 또는 '가죽'? A: 금속
