0,Q: '드라이 아이스'가 '냉동고'보다 더 뜨겁나요? A: 아니요
1,Q: '드라이 아이스'가 '서리'보다 더 뜨겁나요? A: 아니요
2,Q: '드라이 아이스'가 '눈'보다 더 뜨겁나요? A: 아니요
3,Q: '드라이 아이스'가 '아이스크림'보다 더 뜨겁나요? A: 아니요
4,Q: '드라이 아이스'가 '얼음'보다 더 뜨겁나요? A: 아니요
5,Q: '드라이 아이스'가 '냉장고'보다 더 뜨겁나요? A: 아니요
6,Q: '드라이 아이스'가 '실온'보다 더 뜨겁나요? A: 아니요
7,Q: '드라이 아이스'가 '물'보다 더 뜨겁나요? A: 아니요
8,Q: '드라이 아이스'가 '비'보다 더 뜨겁나요? A: 아니요
9,Q: '드라이 아이스'가 '녹은 버터'보다 더 뜨겁나요? A: 아니요
10,Q: '드라이 아이스'가 '인체'보다 더 뜨겁나요? A: 아니요
11,Q: '드라이 아이스'가 '끓는 수프'보다 더 뜨겁나요? A: 아니요
12,Q: '드라이 아이스'가 '수증기'보다 더 뜨겁나요? A: 아니요
13,Q: '드라이 아이스'가 '프라이드 오일'보다 더 뜨겁나요? A: 아니요
14,Q: '드라이 아이스'가 '깊은 빨간 불'보다 더 뜨겁나요? A: 아니요
15,Q: '드라이 아이스'가 '녹은 알루미늄'보다 더 뜨겁나요? A: 아니요
16,Q: '드라이 아이스'가 '블루 불꽃'보다 더 뜨겁나요? A: 아니요
17,Q: '드라이 아이스'가 '녹은 강철'보다 더 뜨겁나요? A: 아니요
18,Q: '드라이 아이스'가 '백열 전구'보다 더 뜨겁나요? A: 아니요
19,Q: '드라이 아이스'가 '해'보다 더 뜨겁나요? A: 아니요
20,Q: '드라이 아이스'가 '녹은 리드'보다 더 뜨겁나요? A: 아니요
21,Q: '냉동고'가 '드라이아이스'보다 더 뜨겁나요? A: 예
22,Q: '냉동고'가 '얼음'보다 더 뜨겁나요? A: 아니요
23,Q: '냉동고'가 '냉장고'보다 더 뜨겁나요? A: 아니요
24,Q: '냉동고'가 '실온'보다 더 뜨겁나요? A: 아니요
25,Q: '냉동고'가 '물'보다 더 뜨겁나요? A: 아니요
26,Q: '냉동고'가 '비'보다 더 뜨겁나요? A: 아니요
27,Q: '냉동고'가 '녹은 버터'보다 더 뜨겁나요? A: 아니요
28,Q: '냉동고'가 '인체'보다 더 뜨겁나요? A: 아니요
29,Q: '냉동고'가 '끓는 수프'보다 더 뜨겁나요? A: 아니요
30,Q: '냉동고'가 '수증기'보다 더 뜨겁나요? A: 아니요
31,Q: '냉동고'가 '프라이드 오일'보다 더 뜨겁나요? A: 아니요
32,Q: '냉동고'가 '깊은 빨간 불'보다 더 뜨겁나요? A: 아니요
33,Q: '냉동고'가 '녹은 알루미늄'보다 더 뜨겁나요? A: 아니요
34,Q: '냉동고'가 '블루 불꽃'보다 더 뜨겁나요? A: 아니요
35,Q: '냉동고'가 '녹은 강철'보다 더 뜨겁나요? A: 아니요
36,Q: '냉동고'가 '백열 전구'보다 더 뜨겁나요? A: 아니요
37,Q: '냉동고'가 '해'보다 더 뜨겁나요? A: 아니요
38,Q: '냉동고'가 '녹은 리드'보다 더 뜨겁나요? A: 아니요
39,Q: '서리'가 '드라이 아이스'보다 더 뜨겁나요? A: 예
40,Q: '서리'가 '냉장고'보다 더 뜨겁나요? A: 아니요
41,Q: '흰색 서리'가 '실온'보다 더 뜨겁나요? A: 아니요
42,Q: '서리'가 '물'보다 더 뜨겁나요? A: 아니요
43,Q: '서리'가 '비'보다 더 뜨겁나요? A: 아니요
44,Q: '서리'가 '녹은 버터'보다 더 뜨겁나요? A: 아니요
45,Q: '서리'가 '인체'보다 더 뜨겁나요? A: 아니요
46,Q: '서리'가 '끓는 수프'보다 더 뜨겁나요? A: 아니요
47,Q: '서리'가 '수증기'보다 더 뜨겁나요? A: 아니요
48,Q: '서리'가 '프라이드 오일'보다 더 뜨겁나요? A: 아니요
49,Q: '서리'가 '깊은 빨간 불'보다 더 뜨겁나요? A: 아니요
50,Q: '서리'가 '녹은 알루미늄'보다 더 뜨겁나요? A: 아니요
51,Q: '서리'가 '블루 불꽃'보다 더 뜨겁나요? A: 아니요
52,Q: '서리'가 '녹은 강철'보다 더 뜨겁나요? A: 아니요
53,Q: '서리'가 '백열 전구'보다 더 뜨겁나요? A: 아니요
54,Q: '서리'가 '해'보다 더 뜨겁나요? A: 아니요
55,Q: '서리'가 '녹은 리드'보다 더 뜨겁나요? A: 아니요
56,Q: '눈'가 '드라이 아이스'보다 더 뜨겁나요? A: 예
57,Q: '눈'가 '실온'보다 더 뜨겁나요? A: 아니요
58,Q: '눈'가 '물'보다 더 뜨겁나요? A: 아니요
59,Q: '눈'가 '비'보다 더 뜨겁나요? A: 아니요
60,Q: '눈'가 '녹은 버터'보다 더 뜨겁나요? A: 아니요
61,Q: '눈'가 '인체'보다 더 뜨겁나요? A: 아니요
62,Q: '눈'가 '끓는 수프'보다 더 뜨겁나요? A: 아니요
63,Q: '눈'가 '수증기'보다 더 뜨겁나요? A: 아니요
64,Q: '눈'가 '프라이드 오일'보다 더 뜨겁나요? A: 아니요
65,Q: '눈'가 '깊은 빨간 불'보다 더 뜨겁나요? A: 아니요
66,Q: '눈'가 '녹은 알루미늄'보다 더 뜨겁나요? A: 아니요
67,Q: '눈'가 '블루 불꽃'보다 더 뜨겁나요? A: 아니요
68,Q: '눈'가 '녹은 강철'보다 더 뜨겁나요? A: 아니요
69,Q: '눈'가 '백열 전구'보다 더 뜨겁나요? A: 아니요
70,Q: '눈'가 '해'보다 더 뜨겁나요? A: 아니요
71,Q: '눈'가 '녹은 리드'보다 더 뜨겁나요? A: 아니요
72,Q: '아이스크림'가 '드라이 아이스'보다 더 뜨겁나요? A: 예
73,Q: '아이스크림'가 '실온'보다 더 뜨겁나요? A: 아니요
74,Q: '아이스크림'가 '물'보다 더 뜨겁나요? A: 아니요
75,Q: '아이스크림'가 '비'보다 더 뜨겁나요? A: 아니요
76,Q: '아이스크림'가 '녹은 버터'보다 더 뜨겁나요? A: 아니요
77,Q: '아이스크림'가 '인체'보다 더 뜨겁나요? A: 아니요
78,Q: '아이스크림'가 '끓는 수프'보다 더 뜨겁나요? A: 아니요
79,Q: '아이스크림'가 '수증기'보다 더 뜨겁나요? A: 아니요
80,Q: '아이스크림'가 '프라이드 오일'보다 더 뜨겁나요? A: 아니요
81,Q: '아이스크림'가 '깊은 빨간 불'보다 더 뜨겁나요? A: 아니요
82,Q: '아이스크림'가 '녹은 알루미늄'보다 더 뜨겁나요? A: 아니요
83,Q: '아이스크림'가 '블루 불꽃'보다 더 뜨겁나요? A: 아니요
84,Q: '아이스크림'가 '녹은 강철'보다 더 뜨겁나요? A: 아니요
85,Q: '아이스크림'가 '백열 전구'보다 더 뜨겁나요? A: 아니요
86,Q: '아이스크림'가 '해'보다 더 뜨겁나요? A: 아니요
87,Q: '아이스크림'가 '녹은 리드'보다 더 뜨겁나요? A: 아니요
88,Q: '얼음'가 '드라이 아이스'보다 더 뜨겁나요? A: 예
89,Q: '얼음'가 '냉동고'보다 더 뜨겁나요? A: 예
90,Q: '얼음'가 '실온'보다 더 뜨겁나요? A: 아니요
91,Q: '얼음'가 '물'보다 더 뜨겁나요? A: 아니요
92,Q: '얼음'가 '비'보다 더 뜨겁나요? A: 아니요
93,Q: '얼음'가 '녹은 버터'보다 더 뜨겁나요? A: 아니요
94,Q: '얼음'가 '인체'보다 더 뜨겁나요? A: 아니요
95,Q: '얼음'가 '끓는 수프'보다 더 뜨겁나요? A: 아니요
96,Q: '얼음'가 '수증기'보다 더 뜨겁나요? A: 아니요
97,Q: '얼음'가 '프라이드 오일'보다 더 뜨겁나요? A: 아니요
98,Q: '얼음'가 '깊은 빨간 불'보다 더 뜨겁나요? A: 아니요
99,Q: '얼음'가 '녹은 알루미늄'보다 더 뜨겁나요? A: 아니요
100,Q: '얼음'가 '블루 불꽃'보다 더 뜨겁나요? A: 아니요
101,Q: '얼음'가 '녹은 강철'보다 더 뜨겁나요? A: 아니요
102,Q: '얼음'가 '백열 전구'보다 더 뜨겁나요? A: 아니요
103,Q: '얼음'가 '해'보다 더 뜨겁나요? A: 아니요
104,Q: '얼음'가 '녹은 리드'보다 더 뜨겁나요? A: 아니요
105,Q: '냉장고'가 '드라이 아이스'보다 더 뜨겁나요? A: 예
106,Q: '냉장고'가 '냉동고'보다 더 뜨겁나요? A: 예
107,Q: '냉장고'가 '서리'보다 더 뜨겁나요? A: 예
108,Q: '냉장고'가 '실온'보다 더 뜨겁나요? A: 아니요
109,Q: '냉장고'가 '물'보다 더 뜨겁나요? A: 아니요
110,Q: '냉장고'가 '비'보다 더 뜨겁나요? A: 아니요
111,Q: '냉장고'가 '녹은 버터'보다 더 뜨겁나요? A: 아니요
112,Q: '냉장고'가 '인체'보다 더 뜨겁나요? A: 아니요
113,Q: '냉장고'가 '끓는 수프'보다 더 뜨겁나요? A: 아니요
