0,Q: Aus welchem Material besteht Stuhl: 'holz' oder 'jade'? A: holz
1,Q: Aus welchem Material besteht Deckel: 'plastik' oder 'denim'? A: plastik
2,Q: Aus welchem Material besteht Regal: 'holz' oder 'gold'? A: holz
3,Q: Aus welchem Material besteht Bücherregal: 'zinn' oder 'holz'? A: holz
4,Q: Aus welchem Material besteht Wand: 'jade' oder 'stein'? A: stein
5,Q: Aus welchem Material besteht Becher: 'glas' oder 'holz'? A: glas
6,Q: Aus welchem Material besteht Kerzenhalter: 'keramik' oder 'glas'? A: glas
7,Q: Aus welchem Material besteht Bein: 'glas' oder 'metall'? A: metall
8,Q: Aus welchem Material besteht Knopf: 'stein' oder 'gold'? A: gold
9,Q: Aus welchem Material besteht Tablett: 'denim' oder 'metall'? A: metall
10,Q: Aus welchem Material besteht Entlüftung: 'metall' oder 'plastik'? A: metall
11,Q: Aus welchem Material besteht Waschbecken: 'leder' oder 'metall'? A: metall
12,Q: Aus welchem Material besteht Placemat: 'gummi' oder 'tuch'? A: tuch
13,Q: Aus welchem Material besteht Reifen: 'gummi' oder 'zinn'? A: gummi
14,Q: Aus welchem Material besteht Arbeitsplatte: 'zinn' oder 'holz'? A: holz
15,Q: Aus welchem Material besteht Zaun: 'papier' oder 'metall'? A: metall
16,Q: Aus welchem Material besteht Kabel: 'keramik' oder 'metall'? A: metall
17,Q: Aus welchem Material besteht Löffel: 'metall' oder 'eisen'? A: metall
18,Q: Aus welchem Material besteht Laternenpfahl: 'glas' oder 'metall'? A: metall
19,Q: Aus welchem Material besteht keuchen: 'papier' oder 'denim'? A: denim
20,Q: Aus welchem Material besteht Inhaber:in: 'metall' oder 'zinn'? A: metall
21,Q: Aus welchem Material besteht Stange: 'plastik' oder 'metall'? A: metall
22,Q: Aus welchem Material besteht Lichtstange: 'metall' oder 'tuch'? A: metall
23,Q: Aus welchem Material besteht Futon: 'tuch' oder 'holz'? A: holz
24,Q: Aus welchem Material besteht Türscharnier: 'metall' oder 'bronze'? A: metall
25,Q: Aus welchem Material besteht Base: 'metall' oder 'keramik'? A: metall
26,Q: Aus welchem Material besteht Kelch: 'glas' oder 'keramik'? A: glas
27,Q: Aus welchem Material besteht Computertisch: 'bronze' oder 'holz'? A: holz
28,Q: Aus welchem Material besteht Post: 'bronze' oder 'holz'? A: holz
29,Q: Aus welchem Material besteht Gehweg: 'papier' oder 'beton'? A: beton
30,Q: Aus welchem Material besteht Licht: 'metall' oder 'baumwolle'? A: metall
31,Q: Aus welchem Material besteht rollen: 'papier' oder 'gold'? A: papier
32,Q: Aus welchem Material besteht Blatt: 'denim' oder 'gold'? A: gold
33,Q: Aus welchem Material besteht Netz: 'leder' oder 'metall'? A: metall
34,Q: Aus welchem Material besteht Elefant: 'gold' oder 'papier'? A: gold
35,Q: Aus welchem Material besteht Kronleuchter: 'zinn' oder 'glas'? A: glas
36,Q: Aus welchem Material besteht Säule: 'beton' oder 'zinn'? A: beton
37,Q: Aus welchem Material besteht Eimer: 'jade' oder 'plastik'? A: plastik
38,Q: Aus welchem Material besteht Kissen: 'gold' oder 'papier'? A: gold
39,Q: Aus welchem Material besteht Kommode: 'zinn' oder 'holz'? A: holz
40,Q: Aus welchem Material besteht Lampenbasis: 'papier' oder 'gold'? A: gold
41,Q: Aus welchem Material besteht Nachttisch: 'holz' oder 'keramik'? A: holz
42,Q: Aus welchem Material besteht Leuchter: 'gummi' oder 'gold'? A: gold
43,Q: Aus welchem Material besteht Stehlampe: 'holz' oder 'metall'? A: metall
44,Q: Aus welchem Material besteht paddeln: 'denim' oder 'holz'? A: holz
45,Q: Aus welchem Material besteht Parkbank: 'holz' oder 'glas'? A: holz
46,Q: Aus welchem Material besteht Block: 'holz' oder 'zinn'? A: holz
47,Q: Aus welchem Material besteht Barrikade: 'eisen' oder 'metall'? A: metall
48,Q: Aus welchem Material besteht Träger: 'metall' oder 'leder'? A: metall
49,Q: Aus welchem Material besteht Downspout: 'metall' oder 'gold'? A: metall
50,Q: Aus welchem Material besteht Mülleimer: 'jade' oder 'metall'? A: metall
51,Q: Aus welchem Material besteht Versorgungsstange: 'denim' oder 'holz'? A: holz
52,Q: Aus welchem Material besteht Planke: 'leder' oder 'holz'? A: holz
53,Q: Aus welchem Material besteht Monitor: 'plastik' oder 'iron'? A: plastik
54,Q: Aus welchem Material besteht Kissen: 'leder' oder 'metall'? A: leder
