0,Q: ¿Es 'cera de vela' más duro que 'piel'? A: No
1,Q: ¿Es 'cera de vela' más duro que 'estaño'? A: No
2,Q: ¿Es 'cera de vela' más duro que 'calcio'? A: No
3,Q: ¿Es 'cera de vela' más duro que 'yeso'? A: No
4,Q: ¿Es 'cera de vela' más duro que 'uña'? A: No
5,Q: ¿Es 'cera de vela' más duro que 'hielo'? A: No
6,Q: ¿Es 'cera de vela' más duro que 'aluminio'? A: No
7,Q: ¿Es 'cera de vela' más duro que 'oro'? A: No
8,Q: ¿Es 'cera de vela' más duro que 'plata'? A: No
9,Q: ¿Es 'cera de vela' más duro que 'espato de islandia'? A: No
10,Q: ¿Es 'cera de vela' más duro que 'cobre'? A: No
11,Q: ¿Es 'cera de vela' más duro que 'denti'? A: No
12,Q: ¿Es 'cera de vela' más duro que 'perla'? A: No
13,Q: ¿Es 'cera de vela' más duro que 'caparazón'? A: No
14,Q: ¿Es 'cera de vela' más duro que 'fluorita'? A: No
15,Q: ¿Es 'cera de vela' más duro que 'níquel'? A: No
16,Q: ¿Es 'cera de vela' más duro que 'acero ordinario'? A: No
17,Q: ¿Es 'cera de vela' más duro que 'platino'? A: No
18,Q: ¿Es 'cera de vela' más duro que 'hierro'? A: No
19,Q: ¿Es 'cera de vela' más duro que 'apatito'? A: No
20,Q: ¿Es 'cera de vela' más duro que 'obsidiana'? A: No
21,Q: ¿Es 'cera de vela' más duro que 'acero inoxidable'? A: No
22,Q: ¿Es 'cera de vela' más duro que 'ortoclasa'? A: No
23,Q: ¿Es 'cera de vela' más duro que 'tanzanito'? A: No
24,Q: ¿Es 'cera de vela' más duro que 'vaso'? A: No
25,Q: ¿Es 'cera de vela' más duro que 'silcon'? A: No
26,Q: ¿Es 'cera de vela' más duro que 'amatista'? A: No
27,Q: ¿Es 'cera de vela' más duro que 'cuarzo'? A: No
28,Q: ¿Es 'cera de vela' más duro que 'topacio'? A: No
29,Q: ¿Es 'cera de vela' más duro que 'moissanita'? A: No
30,Q: ¿Es 'cera de vela' más duro que 'carburo de silicio'? A: No
31,Q: ¿Es 'cera de vela' más duro que 'diamante'? A: No
32,Q: ¿Es 'grafito' más duro que 'calcio'? A: No
33,Q: ¿Es 'grafito' más duro que 'yeso'? A: No
34,Q: ¿Es 'grafito' más duro que 'uña'? A: No
35,Q: ¿Es 'grafito' más duro que 'hielo'? A: No
36,Q: ¿Es 'grafito' más duro que 'aluminio'? A: No
37,Q: ¿Es 'grafito' más duro que 'oro'? A: No
38,Q: ¿Es 'grafito' más duro que 'plata'? A: No
39,Q: ¿Es 'grafito' más duro que 'calcita'? A: No
40,Q: ¿Es 'grafito' más duro que 'cobre'? A: No
41,Q: ¿Es 'grafito' más duro que 'denti'? A: No
42,Q: ¿Es 'grafito' más duro que 'perla'? A: No
43,Q: ¿Es 'grafito' más duro que 'caparazón'? A: No
44,Q: ¿Es 'grafito' más duro que 'fluorita'? A: No
45,Q: ¿Es 'grafito' más duro que 'níquel'? A: No
46,Q: ¿Es 'grafito' más duro que 'acero ordinario'? A: No
47,Q: ¿Es 'grafito' más duro que 'platino'? A: No
48,Q: ¿Es 'grafito' más duro que 'hierro'? A: No
49,Q: ¿Es 'grafito' más duro que 'apatito'? A: No
50,Q: ¿Es 'grafito' más duro que 'obsidiana'? A: No
51,Q: ¿Es 'grafito' más duro que 'acero inoxidable'? A: No
52,Q: ¿Es 'grafito' más duro que 'ortoclasa'? A: No
53,Q: ¿Es 'grafito' más duro que 'tanzanito'? A: No
54,Q: ¿Es 'grafito' más duro que 'vaso'? A: No
55,Q: ¿Es 'grafito' más duro que 'silcon'? A: No
56,Q: ¿Es 'grafito' más duro que 'amatista'? A: No
57,Q: ¿Es 'grafito' más duro que 'cuarzo'? A: No
58,Q: ¿Es 'grafito' más duro que 'topacio'? A: No
59,Q: ¿Es 'grafito' más duro que 'moissanita'? A: No
60,Q: ¿Es 'grafito' más duro que 'carburo de silicio'? A: No
61,Q: ¿Es 'grafito' más duro que 'diamante'? A: No
62,Q: ¿Es 'talco' más duro que 'calcio'? A: No
63,Q: ¿Es 'talco' más duro que 'yeso'? A: No
64,Q: ¿Es 'talco' más duro que 'uña'? A: No
65,Q: ¿Es 'talco' más duro que 'hielo'? A: No
66,Q: ¿Es 'talco' más duro que 'aluminio'? A: No
67,Q: ¿Es 'talco' más duro que 'oro'? A: No
68,Q: ¿Es 'talco' más duro que 'plata'? A: No
69,Q: ¿Es 'talco' más duro que 'calcita'? A: No
70,Q: ¿Es 'talco' más duro que 'cobre'? A: No
71,Q: ¿Es 'talco' más duro que 'denti'? A: No
72,Q: ¿Es 'talco' más duro que 'perla'? A: No
73,Q: ¿Es 'talco' más duro que 'caparazón'? A: No
74,Q: ¿Es 'talco' más duro que 'fluorita'? A: No
75,Q: ¿Es 'talco' más duro que 'níquel'? A: No
76,Q: ¿Es 'talco' más duro que 'acero ordinario'? A: No
77,Q: ¿Es 'talco' más duro que 'platino'? A: No
78,Q: ¿Es 'talco' más duro que 'hierro'? A: No
79,Q: ¿Es 'talco' más duro que 'apatito'? A: No
