0,Q: Is 'ant' taller than 'bird'? A: No
1,Q: Is 'ant' taller than 'cup'? A: No
2,Q: Is 'ant' taller than 'shoe'? A: No
3,Q: Is 'ant' taller than 'bottle'? A: No
4,Q: Is 'ant' taller than 'mobile phone'? A: No
5,Q: Is 'insect' taller than 'bird'? A: No
6,Q: Is 'insect' taller than 'cup'? A: No
7,Q: Is 'insect' taller than 'shoe'? A: No
8,Q: Is 'insect' taller than 'bottle'? A: No
9,Q: Is 'insect' taller than 'mobile phone'? A: No
10,Q: Is 'water drop' taller than 'bird'? A: No
11,Q: Is 'water drop' taller than 'cup'? A: No
12,Q: Is 'water drop' taller than 'shoe'? A: No
13,Q: Is 'water drop' taller than 'bottle'? A: No
14,Q: Is 'water drop' taller than 'mobile phone'? A: No
15,Q: Is 'bullet' taller than 'bird'? A: No
16,Q: Is 'bullet' taller than 'cup'? A: No
17,Q: Is 'bullet' taller than 'shoe'? A: No
18,Q: Is 'bullet' taller than 'bottle'? A: No
19,Q: Is 'bullet' taller than 'mobile phone'? A: No
20,Q: Is 'dice' taller than 'bird'? A: No
21,Q: Is 'dice' taller than 'cup'? A: No
22,Q: Is 'dice' taller than 'shoe'? A: No
23,Q: Is 'dice' taller than 'bottle'? A: No
24,Q: Is 'dice' taller than 'mobile phone'? A: No
25,Q: Is 'ant' taller than 'table'? A: No
26,Q: Is 'ant' taller than 'chair'? A: No
27,Q: Is 'ant' taller than 'trash can'? A: No
28,Q: Is 'ant' taller than 'sofa'? A: No
29,Q: Is 'ant' taller than 'suitcase'? A: No
30,Q: Is 'insect' taller than 'table'? A: No
31,Q: Is 'insect' taller than 'chair'? A: No
32,Q: Is 'insect' taller than 'trash can'? A: No
33,Q: Is 'insect' taller than 'sofa'? A: No
34,Q: Is 'insect' taller than 'suitcase'? A: No
35,Q: Is 'water drop' taller than 'table'? A: No
36,Q: Is 'water drop' taller than 'chair'? A: No
37,Q: Is 'water drop' taller than 'trash can'? A: No
38,Q: Is 'water drop' taller than 'sofa'? A: No
39,Q: Is 'water drop' taller than 'suitcase'? A: No
40,Q: Is 'bullet' taller than 'table'? A: No
41,Q: Is 'bullet' taller than 'chair'? A: No
42,Q: Is 'bullet' taller than 'trash can'? A: No
43,Q: Is 'bullet' taller than 'sofa'? A: No
44,Q: Is 'bullet' taller than 'suitcase'? A: No
45,Q: Is 'dice' taller than 'table'? A: No
46,Q: Is 'dice' taller than 'chair'? A: No
47,Q: Is 'dice' taller than 'trash can'? A: No
48,Q: Is 'dice' taller than 'sofa'? A: No
49,Q: Is 'dice' taller than 'suitcase'? A: No
50,Q: Is 'ant' taller than 'human'? A: No
51,Q: Is 'ant' taller than 'horse'? A: No
52,Q: Is 'ant' taller than 'bookshelf'? A: No
53,Q: Is 'ant' taller than 'camel'? A: No
54,Q: Is 'ant' taller than 'door'? A: No
55,Q: Is 'insect' taller than 'human'? A: No
56,Q: Is 'insect' taller than 'horse'? A: No
57,Q: Is 'insect' taller than 'bookshelf'? A: No
58,Q: Is 'insect' taller than 'camel'? A: No
59,Q: Is 'insect' taller than 'door'? A: No
60,Q: Is 'water drop' taller than 'human'? A: No
61,Q: Is 'water drop' taller than 'horse'? A: No
62,Q: Is 'water drop' taller than 'bookshelf'? A: No
63,Q: Is 'water drop' taller than 'camel'? A: No
64,Q: Is 'water drop' taller than 'door'? A: No
65,Q: Is 'bullet' taller than 'human'? A: No
66,Q: Is 'bullet' taller than 'horse'? A: No
67,Q: Is 'bullet' taller than 'bookshelf'? A: No
68,Q: Is 'bullet' taller than 'camel'? A: No
69,Q: Is 'bullet' taller than 'door'? A: No
70,Q: Is 'dice' taller than 'human'? A: No
71,Q: Is 'dice' taller than 'horse'? A: No
72,Q: Is 'dice' taller than 'bookshelf'? A: No
73,Q: Is 'dice' taller than 'camel'? A: No
74,Q: Is 'dice' taller than 'door'? A: No
75,Q: Is 'ant' taller than 'apartment'? A: No
76,Q: Is 'ant' taller than 'theatre'? A: No
77,Q: Is 'ant' taller than 'giraffe'? A: No
78,Q: Is 'ant' taller than 'truck'? A: No
79,Q: Is 'ant' taller than 'street lamp'? A: No
80,Q: Is 'insect' taller than 'apartment'? A: No
81,Q: Is 'insect' taller than 'theatre'? A: No
82,Q: Is 'insect' taller than 'giraffe'? A: No
83,Q: Is 'insect' taller than 'truck'? A: No
84,Q: Is 'insect' taller than 'street lamp'? A: No
85,Q: Is 'water drop' taller than 'apartment'? A: No
86,Q: Is 'water drop' taller than 'theatre'? A: No
87,Q: Is 'water drop' taller than 'giraffe'? A: No
88,Q: Is 'water drop' taller than 'truck'? A: No
89,Q: Is 'water drop' taller than 'street lamp'? A: No
90,Q: Is 'bullet' taller than 'apartment'? A: No
91,Q: Is 'bullet' taller than 'theatre'? A: No
92,Q: Is 'bullet' taller than 'giraffe'? A: No
93,Q: Is 'bullet' taller than 'truck'? A: No
94,Q: Is 'bullet' taller than 'street lamp'? A: No
95,Q: Is 'dice' taller than 'apartment'? A: No
96,Q: Is 'dice' taller than 'theatre'? A: No
